,index,location,found_lat,found_lng,matched_location
450,1117,"('Ntengo-nmodzi', 'Mozambique')",-14.89400005,33.61511136317877,"Mártires de Ntengo wa Minga, Furancungo, Tete, Mozambique"
451,1119,"('Inhaloongo', 'Mozambique')",-19.302233,34.9144977,"Mozambique, Mozambique"
452,1121,"('Rahad Res', 'Sudan')",12.7124966,30.6285116,"Al Rahad Tourist Resort, Kosti-al-Ubayyid Road, Kosti-al-Ubayyid Road, Kosti, White Nile State, Sudan"
453,1122,"('Sari', 'Tanzania')",-6.5247123,35.7878438,"Tanzania, Tanzania"
454,1123,"('Karatu', 'Tanzania')",-3.52585185,35.44508522561772,"Karatu, 23601, Arusha, Tanzania"
455,1125,"('Palotaka', 'Sudan')",14.5844444,29.4917691,"Sudan, Sudan"
456,1126,"('Yei', 'Sudan')",4.0926733,30.6773928,"Yei, Central Equatoria, South Sudan"
457,1127,"('Ngetta', 'Uganda')",2.2453884,32.8987714,"Ngetta Road, Central, Lira, Uganda"
458,1128,"('Patancheru', 'India')",17.5286092,78.2674254,"Patancheru, 502319, Greater Hyderabad Municipal Corporation, Telangana, India"
459,1129,"('Kagio', 'Kenya')",-0.6166,37.25,"Kagio, Kirinyaga County, Kenya"
460,1130,"('Maseno', 'Kenya')",-0.007851799999999999,34.59989681631588,"Maseno, Kisumu, Kenya"
461,1132,"('Tecamac', 'Mexico')",19.711716250000002,-98.97832693188553,"Tecámac, Mexico, Mexico"
462,1133,"('Pashad', 'Afghanistan')",33.7680065,66.2385139,"Afghanistan, Afghanistan"
463,1134,"('Finca Las Matas, Palo Negro', 'Venezuela')",10.1536591,-67.5691923,"Estación de Servicio Las Matas, Carretera Palo Negro - Güigüe, 2117, Carretera Palo Negro - Güigüe, La Huérfana, Aragua, Venezuela"
464,1135,"('Calpulalpan, Tlaxcala', 'Mexico')",19.55201735,-98.61129267708826,"Calpulalpan, Tlaxcala, Mexico"
465,1136,"('Nanacamilpa, Tlaxcala', 'Mexico')",19.5080315,-98.54324076456274,"Nanacamilpa de Mariano Arista, Tlaxcala, Mexico"
466,1138,"('La Vizcaina', 'Colombia')",6.7365719,-73.808934,"La Forfia, Vizcaina, Santander, Colombia"
467,1139,"('Edelira', 'Paraguay')",-26.767587,-55.2780964,"Edelira Km. 20, Itapúa, Paraguay"
468,1140,"('Shendi', 'Sudan')",16.67803365,34.23751047226567,"Shendi, River Nile State, Sudan"
469,1141,"('Shambat', 'Sudan')",15.6676933,32.5330139652732,"Shambat, 11114, Khartoum, Khartoum State, Sudan"
470,1142,"('Santa Catalina', 'Ecuador')",-2.9307508,-78.9611944,"Quebrada Santa Catalina, 010170, El Valle, Azuay, Ecuador"
471,1143,"('Calimaya, Toluca', 'Mexico')",19.297111,-99.668411,"Calimaya, 50040, Delegacion De San Mateo Oxtotitlan, Mexico, Mexico"
472,1144,"('Arroyo, Almoloya De Juarez', 'Mexico')",19.3259269,-99.9117235,"Arroyo Zarco, Mexico, Mexico"
473,1145,"('Villavicencio1', 'Colombia')",2.8894434,-73.783892,"Colombia, Colombia"
474,1146,"('Darien1, Valle Del Cauca', 'Colombia')",4.063969999999999,-76.12337981939545,"Valle del Cauca, Colombia"
475,1147,"('Darien2, Valle Del Cauca', 'Colombia')",4.063969999999999,-76.12337981939545,"Valle del Cauca, Colombia"
476,1148,"('Paraguaicito, Quindio', 'Colombia')",4.3435926,-75.7232898,"Quindío, Colombia"
477,1149,"('Villavicencio, La Libertad', 'Colombia')",4.0594202,-73.4612829,"La Libertad, 500005, Villavicencio, Meta, Colombia"
478,1150,"('Villavicencio, Universidad', 'Colombia')",4.14614665,-73.64307289689945,"Universidad de los Llanos Sede San Antonio, Calle 37, 500001, Calle 37, Villavicencio, Meta, Colombia"
479,1151,"('Tumaco', 'Colombia')",1.8077554,-78.7705977,"Tumaco, Nariño, Colombia"
480,1154,"('Ursulo Galvan', 'Mexico')",19.4460638,-96.39799962655596,"Ursulo Galván, 91660, Veracruz, Mexico"
481,1155,"('Kabul', 'Afghanistan')",34.5260131,69.1776476,"Kabul, 1001, Kabul, Afghanistan"
482,1160,"('La Catalina', 'Colombia')",5.8104468,-74.9804958,"Q. La Catalina, Antioquia, Colombia"
483,1161,"('Paraguaicito', 'Colombia')",2.8894434,-73.783892,"Colombia, Colombia"
484,1168,"('Kibray', 'Uzbekistan')",41.3873284,69.4641139,"Kibray, 111200, Tashkent Region, Uzbekistan"
485,1169,"('Chisamba', 'Zambia')",-14.979834,28.376099,"Chisamba, Central Province, Zambia"
486,1181,"('Mungushi, Hai', 'Tanzania')",-3.3039813000000002,37.13277822779557,"Mungushi Dispensary, 938, Boma Ng'ombe, Kilimanjaro, Tanzania"
487,1182,"('Bondo', 'Kenya')",-0.0993654,34.2739935,"Bondo, Siaya, Kenya"
488,1183,"('Kakamega (monsanto)', 'Kenya')",0.4957104,34.801548861634615,"Kakamega, Kenya"
489,1185,"('Epdowns', 'Kenya')",1.4419683,38.4313975,"Kenya, Kenya"
490,1186,"('Nai', 'Kenya')",-1.3016977,36.769366486554645,"Kenya Rugby Football Union, 58911-00200, Nairobi, Nairobi, Kenya"
491,1187,"('Eas', 'Mozambique')",-26.6927911,32.8867927,"Track east of flood plain, Ponta Malangane, Maputo, Mozambique"
492,1188,"('Ntengo-nwodzi', 'Mozambique')",-14.89400005,33.61511136317877,"Mártires de Ntengo wa Minga, Furancungo, Tete, Mozambique"
493,1189,"('Pan', 'Mozambique')",-21.3684368,34.8656745,"Pande, Inhambane, Mozambique"
494,1190,"('Agriseeds Farm', 'Zimbabwe')",-16.8289189,30.9952956,"Mutengezi Farm, Mashonaland Central, Zimbabwe"
495,1191,"('Art Farm Harare', 'Zimbabwe')",-17.9030085,31.136802257418765,"Bellapaise Farm, 0000, Harare, Harare Province, Zimbabwe"
496,1192,"('Chisumbanje', 'Zimbabwe')",-20.8671718,32.23553776718916,"Chisumbanje Ethanol Plant, 102, Manicaland, Zimbabwe"
497,1193,"('Rattray-arnold', 'Zimbabwe')",-20.2218044,28.5979287,"Arnold Way, Bulawayo, Bulawayo Province, Zimbabwe"
498,1194,"('Shamva', 'Zimbabwe')",-17.1763039,31.631377461133482,"Shamva, Mashonaland Central, Zimbabwe"
499,1195,"('Afsf', 'Kenya')",1.4419683,38.4313975,"Kenya, Kenya"
500,1196,"('Nacrri', 'Uganda')",1.5333554,32.2166578,"Uganda, Uganda"
501,1199,"('Caña Flecha', 'Colombia')",7.3743507,-74.8788184,"Río Caná, Antioquia, Colombia"
502,1203,"('San José Pinula', 'Guatemala')",14.55343475,-90.34585630827843,"San José Pinula, Guatemala, Guatemala"
503,1204,"('La Dalía', 'Nicaragua')",12.8640648,-87.4949795,"La Dalia, 26200, Chinandega, Nicaragua"
504,1205,"('La Viña-jayanca-lambayeque', 'Peru')",-6.3922485,-79.822774,"Jayanca, 14000, Lambayeque, Peru"
505,1206,"('El Vergel Municipio Navolato, Sin.', 'Mexico')",24.716682,-107.7990497,"El Vergel, Sinaloa, Mexico"
506,1207,"('Chapingo, Edo.mex', 'Mexico')",19.486698,-98.909827,"Rio Chapingo, 56236, Mexico, Mexico"
507,1208,"('Coatlinchan, Edo. Mex', 'Mexico')",19.4505209,-98.8740641,"Coatlinchán, 56250, Mexico, Mexico"
508,1209,"('Celaya,gto.', 'Mexico')",20.52253925,-100.83073034202397,"Celaya, Guanajuato, Mexico"
509,1210,"('Tocorón-edo. Aragua', 'Venezuela')",10.0928914,-67.5840267,"Tocorón, Aragua, Venezuela"
510,1211,"('Guadalajara, Jal.', 'Mexico')",20.676143,-103.3469982,"Guadalajara, 44100, Jalisco, Mexico"
511,1215,"('La Catalina-pereira', 'Colombia')",4.8023263,-75.6964439,"Carrera 21 bis, 576, Bostón, Risaralda, Colombia"
512,1216,"('Guararé', 'Panama')",7.7987372,-80.3499059,"Rio Guararé, Provincia de Los Santos, Panama"
513,1217,"('La Colorada', 'Panama')",8.0163715,-80.9840861,"La Colorada, Provincia de Veraguas, Panama"
514,1218,"('Nuevo Ocu', 'Panama')",8.4184813,-82.7277216,"Nuevo México, Provincia de Chiriquí, Panama"
515,1219,"('Peña Blanca', 'Panama')",7.7189511,-80.2833921,"Peña Blanca, Provincia de Los Santos, Panama"
516,1220,"('Santo Domingo', 'Panama')",8.5139574,-82.7170431,"Santo Domingo, Provincia de Chiriquí, Panama"
517,1221,"('Santa Rosa, Managua', 'Nicaragua')",11.7950245,-86.4096549,"Quebrada Santa Rosa, 16700, Managua, Nicaragua"
518,1222,"('La Nueva Concepcion', 'Guatemala')",14.5630149,-90.4786637,"La Nueva Concepcion, 01051, Guatemala, Guatemala"
519,1223,"('Comayagua, E.e. Playita', 'Honduras')",14.3188383,-87.5135833,"El Coyolito, Comayagua, Comayagua, Honduras"
520,1224,"('Danli, E.e. Las Acacias', 'Honduras')",13.8026649,-86.558441,"Volcan de Las Barrancas, Danli, El Paraíso, Honduras"
521,1225,"('La Union', 'Honduras')",15.0209565,-86.710294,"La Union, Olancho, Honduras"
522,1226,"('San Pedro Sula, E.e. Omonita', 'Honduras')",15.4898469,-88.0276247919928,"Embotelladora de Sula, 21104, San Pedro Sula, Cortés, Honduras"
523,1227,"('Dinajpur', 'Bangladesh')",25.6260712,88.6346228,"Dinajpur, 5216, Rangpur Division, Bangladesh"
524,1228,"('Paraguaicito-quindio', 'Colombia')",4.3435926,-75.7232898,"Quindío, Colombia"
525,1229,"('Cañaveral-guajira', 'Colombia')",10.7549138,-72.8442087,"Cañaverales, La Guajira, Colombia"
526,1230,"('Villlavicencio', 'Colombia')",2.8894434,-73.783892,"Colombia, Colombia"
527,1231,"('Menegua - Puerto López', 'Colombia')",7.7933241,-75.8401892,"Puerto Lopez, Córdoba, Colombia"
528,1232,"('Villavicencio1-la Libertad', 'Colombia')",4.0594202,-73.4612829,"La Libertad, 500005, Villavicencio, Meta, Colombia"
529,1233,"('Paraguaicito-armenia', 'Colombia')",4.4923898,-75.73960166465673,"Armenia, Quindío, Colombia"
530,1235,"('Paraguaicito-colombia', 'Colombia')",2.8894434,-73.783892,"Colombia, Colombia"
531,1236,"('Tumaco-nariño', 'Colombia')",1.8077554,-78.7705977,"Tumaco, Nariño, Colombia"
532,1237,"('Menegua-puerto López', 'Colombia')",7.7933241,-75.8401892,"Puerto Lopez, Córdoba, Colombia"
533,1238,"('Cañaveral-la Guajira', 'Colombia')",10.7549138,-72.8442087,"Cañaverales, La Guajira, Colombia"
534,1239,"('Chiclayo V.florida', 'Peru')",-6.7631677,-79.8583674,"Vista Florida, 5174, Chiclayo, Lambayeque, Peru"
535,1240,"('Celaya Gto (2)', 'Mexico')",32.2705,-115.022,"Eduardo Celaya Martinez, 21820, Sonora, Mexico"
536,1241,"('Acayucan', 'Mexico')",18.0281048,-95.03593818139205,"Acayucan, 96000, Veracruz, Mexico"
537,1242,"('Villa Flores', 'Mexico')",18.01487755,-96.90708723299721,"Mazatlán Villa de Flores, Oaxaca, Mexico"
538,1244,"('Monjas', 'Guatemala')",14.51342945,-89.8990143228134,"Monjas, Jalapa, Guatemala"
539,1245,"('Quesada', 'Guatemala')",14.2853523,-90.03049884223813,"Quesada, Jutiapa, Guatemala"
540,1246,"('Sanarate', 'Guatemala')",14.7669329,-90.19860906475421,"Sanarate, El Progreso, Guatemala"
541,1247,"('Sonarate', 'Guatemala')",15.6356088,-89.8988087,"Guatemala, Guatemala"
542,1248,"('Choluteca', 'Honduras')",13.3696253,-87.07564445652513,"Choluteca, Honduras"
543,1249,"('Tulancingo', 'Mexico')",20.132241049999998,-98.31678506523691,"Tulancingo de Bravo, Hidalgo, Mexico"
544,1250,"('E. Downs', 'Kenya')",-1.3083784,36.8856095,"Downstream Community School, Lunga Lunga Road, 00200, Lunga Lunga Road, Nairobi, Nairobi, Kenya"
545,1251,"('Eldoret Downs', 'Kenya')",0.5198329,35.2715481,"Eldoret, 30100, Uasin Gishu, Kenya"
546,1252,"('Fipah', 'Honduras')",15.0610686,-84.5978534,"Honduras, Honduras"
547,1253,"('La Ceiba', 'Honduras')",15.7833743,-86.7917749,"La Ceiba, Atlántida, Honduras"
548,1254,"('Sulaco', 'Honduras')",14.9071999,-87.2633972,"Sulaco Airport, Yoro, Yoro, Honduras"
549,1255,"('Iguala, Gro.', 'Mexico')",18.352485350000002,-99.52996126668887,"Pepsi Bottling Group, Calle Federal a Taxco, 40000, Calle Federal a Taxco, Iguala, Guerrero, Mexico"
550,1256,"('Estili / Pueblo Nuevo', 'Nicaragua')",13.3804064,-86.4383255,"Río Pueblo Nuevo, 32200, Estelí, Nicaragua"
551,1257,"('Juigalpa', 'Nicaragua')",12.1033476,-85.3713105,"Juigalpa, 55000, Chontales, Nicaragua"
552,1258,"('Masatepe', 'Nicaragua')",11.9144808,-86.14487,"Masatepe, 42600, Masaya, Nicaragua"
553,1259,"('Santa Rosa/managua', 'Nicaragua')",11.7950245,-86.4096549,"Quebrada Santa Rosa, 16700, Managua, Nicaragua"
554,1260,"('Las Lajitas', 'Panama')",8.3743193,-81.6488659,"Las Lajitas, Comarca Ngäbe-Buglé, Panama"
555,1261,"('Nuevo Ocú', 'Panama')",8.4184813,-82.7277216,"Nuevo México, Provincia de Chiriquí, Panama"
556,1262,"('Pocrí', 'Panama')",7.659308,-80.1179001,"Pocrí, Provincia de Los Santos, Panama"
557,1263,"('La Molina', 'Peru')",-12.0901768,-76.92233779667893,"La Molina, Lima, Peru"
558,1264,"('Dan Phuong, Hanoi', 'Vietnam')",21.11962705,105.67846875670617,"Dan Phuong District, Hanoi, Vietnam"
559,1265,"('Santa Rosa/managua', 'Nicaragua')",11.7950245,-86.4096549,"Quebrada Santa Rosa, 16700, Managua, Nicaragua"
560,1266,"('Estili/condega', 'Nicaragua')",13.4012543,-86.2191268,"Telpaneca-Condega, 35700, Madriz, Nicaragua"
561,1267,"('Santa Tereza Carazo / La Vainilla', 'Nicaragua')",11.6238581,-86.1904384,"La_Conquista-Santa_Teresa, 46600, Carazo, Nicaragua"
562,1268,"('La Zumbona', 'Panama')",9.484668,-82.8815329,"La Amistad Panamá - Costa Rica, Provincia de Bocas del Toro, Panama"
563,1269,"('Taltizapan', 'Mexico')",32.5206856,-117.0387142,"Callejón Taltizapan, 22055, Tijuana, Baja California, Mexico"
564,1271,"('Inifap-iguala, Gro', 'Mexico')",19.3828167,-99.2167443,"Iguala, 01279, Mexico City, Mexico"
565,1272,"('Inifap-iguala, Gro.', 'Mexico')",19.3828167,-99.2167443,"Iguala, 01279, Mexico City, Mexico"
566,1273,"('Amealco, Qro', 'Mexico')",20.2541644,-100.0422385,"Estancia de Santa Lucía - La Muralla - E.C. Amealco de Bonfil - Límite Estados (Qro - Edo de Mex), 76803, San Juan del Rio, Querétaro, Mexico"
567,1274,"('Arroyo, Edo De Mex', 'Mexico')",18.960642,-99.6821978,"San Mateo Coapexco, Villa Guerrero Edo. Mex., 51760, Mexico, Mexico"
568,1275,"('Arroyo, Edo. De Mexico', 'Mexico')",20.3509081,-97.1518057,"Arroyo de Cañas, Veracruz, Mexico"
569,1276,"('Jocotitlan Edo. Mexico', 'Mexico')",19.7156587,-99.76222786953815,"Jocotitlán, 50700, Mexico, Mexico"
570,1277,"('Progeso, Hgo.', 'Mexico')",19.3860289,-99.0094641,"Progeso Nacional, 59720, Nezahualcóyotl, Mexico, Mexico"
571,1278,"('Sta. Lucia, Edo. De Mexico', 'Mexico')",19.79659,-98.7103892,"Sta. Lucia, Nopaltepec, Mexico, Mexico"
572,1279,"('Tetela Del Volcan, Morelos', 'Mexico')",18.918346,-98.72015249609856,"Tetela del Volcán, Morelos, Mexico"
573,1280,"('Texcoco Edo. De Mexico', 'Mexico')",19.5144327,-98.8821254,"Texcoco de Mora, 56100, Mexico, Mexico"
574,1281,"('Tlaltizapan, Morelos', 'Mexico')",18.7045227,-99.14191731588632,"Tlaltizapán de Zapata, Morelos, Mexico"
575,1282,"('Tlaxcoapan, Hidalgo', 'Mexico')",20.097502650000003,-99.23306962708496,"Tlaxcoapan, Hidalgo, Mexico"
576,1283,"('Zumpango, Estado De Mexico', 'Mexico')",19.81293675,-99.08180953352705,"Zumpango, Mexico, Mexico"
577,1284,"('Babati', 'Tanzania')",-4.2100635,35.7491495,"Babati, Manyara, Tanzania"
578,1285,"('Sanya Juu', 'Tanzania')",-3.1862916,37.0686859,"Sanya Juu, 938, Kilimanjaro, Tanzania"
579,1286,"('Tengeru', 'Tanzania')",-3.3733364,36.7860205,"Tengeru, 23210, Tanzania"
580,1287,"('Lanet', 'Kenya')",-0.2966963,36.1564327,"Nakuru Airport Lanet Barraks, 20100, Nakuru, Nakuru, Kenya"
581,1288,"('Mabanga', 'Kenya')",0.5978944,34.6209158,"Mabanga, Eldoret Road, Eldoret Road, Kimaeti, Bungoma, Kenya"
582,1289,"('Njoro', 'Kenya')",-3.3740499,37.840045,"Njoro, Taita Taveta, Kenya"
583,1290,"('Hamdeni', 'Tanzania')",-6.5247123,35.7878438,"Tanzania, Tanzania"
584,1291,"('Mwele', 'Tanzania')",-6.7158652,39.2123442,"Mwelewa, 34588 DSM, Dar es Salaam, Dar es Salaam, Tanzania"
585,1292,"('Bani Snef', 'Egypt')",31.023889,31.648333,"Bani Ubayd, Dakahlia Governorate, Egypt"
586,1293,"('Bani Suef', 'Egypt')",29.3,31.15,"Bani Ghunaym, Beni Suef Governorate, Egypt"
587,1294,"('El Menia', 'Egypt')",31.3827023,30.8516791133286,"Kafr el-Sheikh Governorate, Egypt"
588,1295,"('Baka Research', 'Malawi')",-13.680208050000001,34.25890878313515,"Chitala Agricultural Research Station, Mphunga, Salima, Malawi"
589,1296,"('Zombwe', 'Malawi')",-11.3140201,33.8527879,"Zombwe 2, Mzimba, Malawi"
590,1299,"('Lusaka', 'Zambia')",-15.416697,28.281381,"Lusaka, Lusaka Province, Zambia"
591,1300,"('Msrs', 'Zambia')",-14.5186239,27.5599164,"Zambia, Zambia"
592,1301,"('Musamfu Kasama', 'Zambia')",-10.2088378,31.188255,"Kasama, Northern Province, Zambia"
593,1302,"('Arex Harare', 'Zimbabwe')",-17.831773,31.045686,"Harare, 0000, Harare Province, Zimbabwe"
594,1303,"('Golden Valley Zambia', 'Zimbabwe')",-18.2291438,29.7958704,"Golden Valley, Mashonaland West, Zimbabwe"
595,1304,"('Mutare', 'Zimbabwe')",-18.974656,32.670473,"Mutare, Manicaland, Zimbabwe"
596,1305,"('Panmure', 'Zimbabwe')",-18.4554963,29.7468414,"Zimbabwe, Zimbabwe"
597,1306,"('Athi River', 'Kenya')",-1.4269207,36.929805,"Athi River, 00519, Nairobi, Nairobi, Kenya"
598,1307,"('Kampi Ya Mawe', 'Kenya')",-2.9166,40.1333,"Kampi ya Kerenzeni, Kilifi, Kenya"
599,1308,"('Shikusa', 'Kenya')",0.3179733,34.8126303,"Shikusa Prison, Lubao, Kakamega, Kenya"
600,1309,"('Yatta', 'Kenya')",-1.28413,36.8325567,"Yatta Road, 00200, Nairobi, Nairobi, Kenya"
601,1310,"('Almoloya De Juarez, Estado De Mexico', 'Mexico')",19.39712725,-99.82162587396992,"Almoloya de Juárez, Mexico, Mexico"
602,1311,"('Arroyo, Estado De Mexico', 'Mexico')",19.1893502,-100.0673778,"Arroyo Chiquito, 51200, Mexico, Mexico"
603,1312,"('Atitalaquia, Hidalgo', 'Mexico')",20.0597395,-99.21328819731298,"Atitalaquia, Hidalgo, Mexico"
604,1313,"('Boximo, Toluca', 'Mexico')",19.2842743,-99.65263421776106,"Toluca, Mexico, Mexico"
605,1314,"('Calixtlahuaca, Estado De Mexico', 'Mexico')",19.3343316,-99.6889279,"Calixtlahuaca, 50290, Mexico, Mexico"
606,1315,"('Epitacio Huerta, Michoacan', 'Mexico')",20.14291355,-100.30214017658625,"Epitacio Huerta, Michoacán, Mexico"
607,1316,"('La Trinidad, Texcoco', 'Mexico')",19.4883148,-98.8643929,"Iglesia de la Santísima Trinidad, 83, Geranios, 56223, Geranios, San Nicolás Huexotla, Mexico, Mexico"
608,1317,"('Kti', 'Kenya')",1.4419683,38.4313975,"Kenya, Kenya"
609,1318,"('Isinya', 'Kenya')",-1.684538,36.846708,"Isinya, Kajiado County, Kenya"
610,1319,"('Playita, Comayagua', 'Honduras')",14.55509585,-87.67794635681561,"Comayagua, Honduras"
611,1320,"('Ceniab. Managua', 'Nicaragua')",12.1461244,-86.273717,"Managua, 10000 (CODIGO MAESTRO), Managua, Nicaragua"
612,1321,"('San Gilberto, Leon', 'Nicaragua')",12.2804233,-86.6505005,"Río San Gabriel, 22200, Leon, Nicaragua"
613,1323,"('Sennar', 'Sudan')",13.54727615,33.63265493088987,"Sennar Dam, Sennar, Sennar State, Sudan"
614,1325,"('Carapari', 'Bolivia')",-21.82869395,-63.846821227185856,"Municipio Caraparí, Tarija, Bolivia"
615,1326,"('Pajonal Entre Rios', 'Bolivia')",-17.3054892,-64.44148087663636,"Municipio Entre Ríos, +591, Cochabamba, Bolivia"
616,1327,"('Piriti Villa Montes', 'Bolivia')",-17.0005215,-62.8460312,"Comunidad El Carmen Villa Montes, 3391, Santa Cruz, Bolivia"
617,1328,"('San Jose Norte', 'Bolivia')",-16.8482449,-63.384011,"San Jose del Norte, 28, Santa Cruz, Bolivia"
618,1329,"('Palo Negro', 'Venezuela')",10.2591856,-67.0110344,"Palo Negro, Miranda, Venezuela"
619,1330,"('Lusaka West', 'Zambia')",-15.5141009,28.2555507,"West Rotana Road, 31914, Lusaka Province, Zambia"
620,1331,"('Zamseed Farm', 'Zambia')",-16.0277442,28.1062417,"Mubuyu Farm Dam, Southern Province, Zambia"
621,1332,"('Cimmyt Harare', 'Zimbabwe')",-17.831773,31.045686,"Harare, 0000, Harare Province, Zimbabwe"
622,1334,"('Sandburst Farm', 'Zimbabwe')",-16.8289189,30.9952956,"Mutengezi Farm, Mashonaland Central, Zimbabwe"
623,1335,"('Sandhurst Farm', 'Zimbabwe')",-16.8289189,30.9952956,"Mutengezi Farm, Mashonaland Central, Zimbabwe"
624,1336,"('Vallecillo, Fco. Morazan', 'Honduras')",14.4958159,-87.3483698,"Vallecillos, Francisco Morazán, Honduras"
625,1337,"('Yorito, Yoro', 'Honduras')",15.0654325,-87.2820675,"Yorito, Yoro, Honduras"
626,1338,"('Bauta, Artemisa', 'Cuba')",22.982412,-82.547409,"Bauta, 30600, Artemisa, Cuba"
627,1339,"('Panner', 'Zimbabwe')",-18.4554963,29.7468414,"Zimbabwe, Zimbabwe"
628,1367,"('La Fazenda-puerto Lopez(meta)', 'Colombia')",4.3019136,-72.3720927,"Via Puerto López - Puerto Gaitán, Caserío La Victoria, Meta, Colombia"
629,1368,"('Taluma-puerto Lopez(meta)', 'Colombia')",4.085013,-72.9584671,"Puerto Lopez, Meta, Colombia"
630,1369,"('Libertad Pto Lopez Meta', 'Colombia')",4.080558,-73.46033,"La Libertad (La Represa), vía Alto Pompeya - Pachaquiaro - Puerto López, 057, vía Alto Pompeya - Pachaquiaro - Puerto López, Puerto Lopez, Meta, Colombia"
631,1370,"('Aucaloma-san Martin', 'Peru')",-7.0,-76.833333,"San Martín, Peru"
632,1371,"('Carimagua', 'Colombia')",5.3958472,-71.0521725,"Carimagua, Casanare, Colombia"
633,1372,"('Dholi, Bihar', 'India')",25.9944458,85.658769,"Dholi, 843114, Bihar, India"
634,1373,"('West Bengal', 'India')",22.9964948,87.6855882,"West Bengal, India"
635,1374,"('Bihar-drt', 'India')",25.6440845,85.906508,"Bihar, India"
636,1375,"('Hyderabad-drt', 'India')",17.41500345,78.41936588482253,"Hyderabad, Telangana, India"
637,1376,"('Hyderabad-opt', 'India')",17.4520413,78.3934676,"Option Matrix Infotech Private Limited., Wing B, 100 Feet Road, 500081, 100 Feet Road, Greater Hyderabad Municipal Corporation, Telangana, India"
638,1377,"('Udaipur-drt', 'India')",24.5787228,73.6862551,"Udaipur, 313001, Rajasthan, India"
639,1378,"('Sabour', 'India')",25.238384,87.0461306,"Sabour Railway Station, 812002, Bhagalpur, Bihar, India"
640,1379,"('Mandya', 'India')",12.594106700000001,76.86426781799315,"Mandya taluk, Karnataka, India"
641,1380,"('China', 'China')",35.000074,104.999927,"China, China"
642,1381,"('Aurangabad-ww', 'India')",19.8739536,75.3277803,"Aurangabad, 431002, Maharashtra, India"
643,1382,"('Bakaram/kanchan', 'India')",17.2890993,78.3134553,"Bakaram Jagir, Telangana, India"
644,1383,"('Banswara-drt', 'India')",23.5,74.333333,"Bānswāra, Rajasthan, India"
645,1384,"('Bihar Agr Uni', 'India')",25.2383952,87.05065963208676,"Bihar Agricultural University, 812002, Bhagalpur, Bihar, India"
646,1385,"('Drt-hyd', 'India')",17.4594,78.4439212,"State Bank of India, Bharata nagar slum, 500037, Bharata nagar slum, Greater Hyderabad Municipal Corporation, Telangana, India"
647,1386,"('Gowraram/kaveri', 'India')",10.9142248,79.1814096,"Kaveri river, 613001, Thanjavur, Tamil Nadu, India"
648,1387,"('Guntur/nuzi', 'India')",16.2915189,80.4541588,"Guntur, 522001, Andhra Pradesh, India"
649,1388,"('Hs- Lud', 'India')",30.7725162,75.6502176,"State Bank of India, Ludhiana Road, 141104, Ludhiana Road, Ghuman, Punjab, India"
650,1389,"('Hs-del', 'India')",12.9159629,77.623725,"Srinagar - Kanyakumari Highway, 560068, Bengaluru, Karnataka, India"
651,1390,"('Hs-guj', 'India')",22.69425765,72.85909723785187,"State Bank of India, Station Road, 387001, Station Road, Nadiad, Gujarat, India"
652,1391,"('Hs-hyd', 'India')",17.45626725,78.36807320789387,"HSBC, 500032, Greater Hyderabad Municipal Corporation, Telangana, India"
653,1392,"('Hs-kar', 'India')",12.8954065,77.6019489,"State Bank of India, Bannerghatta Road, 560076, Bannerghatta Road, Bengaluru, Karnataka, India"
654,1393,"('Hs-pan', 'India')",30.1533559,74.2092357,"HS Public School, Panjpeer Rd, 152116, Panjpeer Rd, Abohar, Punjab, India"
655,1394,"('Hs-pant', 'India')",28.6128924,77.2294312,"India Gate, Rajpath, 020626, Rajpath, New Delhi, Delhi, India"
656,1395,"('Hyd', 'India')",17.4594,78.4439212,"State Bank of India, Bharata nagar slum, 500037, Bharata nagar slum, Greater Hyderabad Municipal Corporation, Telangana, India"
657,1396,"('Hyderabad-ww', 'India')",17.41500345,78.41936588482253,"Hyderabad, Telangana, India"
658,1397,"('Jalna/krishidhan', 'India')",19.965490000000003,75.8270463555813,"Jalna, Maharashtra, India"
659,1398,"('Jalna-drt', 'India')",19.965490000000003,75.8270463555813,"Jalna, Maharashtra, India"
660,1399,"('Phaltan/nimbkar', 'India')",17.9907746,74.4298834,"Phaltan, 415523, Maharashtra, India"
661,1400,"('Vijayawada', 'India')",16.5087586,80.6185102,"Vijayawada, 520001, Andhra Pradesh, India"
662,1401,"('Ww-bh', 'India')",13.054758,80.2412002,"Padma Seshadri Bala Bhavan Higher Secondary School, Nungambakkam, Chennai -., Lake Area 1st Main Road, 600034, Lake Area 1st Main Road, Chennai, Tamil Nadu, India"
663,1402,"('Ww-hyd', 'India')",17.4594,78.4439212,"State Bank of India, Bharata nagar slum, 500037, Bharata nagar slum, Greater Hyderabad Municipal Corporation, Telangana, India"
664,1403,"('Yellampet/nuziveedu', 'India')",17.6828696,78.4895896,"Yellampet, 501401, Telangana, India"
665,1404,"('Hs-pak', 'Pakistan')",24.8164906,67.0411623,"HSN Pakistan- Zamzama, 5th Commercial Lane, 75500, 5th Commercial Lane, Karachi, Sindh, Pakistan"
666,1405,"('Phillipines-drt', 'Philippines')",16.405670800000003,120.59832638819113,"University of the Philippines Baguio, UP Drive, 2600, UP Drive, Baguio, Benguet, Philippines"
667,1406,"('Thailand', 'Thailand')",14.8971921,100.83273,"Thailand, Thailand"
